rating,content,language_prob,lencontent,Positive,Negative,Neutral
4,Bin mit der App zufrieden. Könnte etwas übersichtlicher sein.,de,61,0.9928697,0.0070748534,5.5764212e-05
5,"Zuverlässig, schnell und tut was es soll. Mehr will ich nicht. 🤙",de,64,0.9678724,0.03191738,0.00021019517
4,Fingerprint funktioniert nicht richtig.,de,39,0.0064192573,0.9935473,3.347281e-05
5,"Wenn man die App regelmässig braucht, sehr gut zu bedienen. Schade, das nan noch nicht direkt von der App Auszüge drucken kann.",de,127,0.9906801,0.009178384,0.00014139616
5,Ganz einfach und schnell,de,24,0.9962871,0.0036989963,1.3983595e-05
1,"Seit dem letzten update, kann ich mich nur noch sporadisch einlogen (mobile id). Das ist echt ein armutszeugniss. Update: Die App wird von Update zu Update schlimmer. Bald ist sie unbrauchbar. Ein Armutszeugniss für die Post.",de,225,0.00044343696,0.9995437,1.2633102e-05
5,Ich komme sehr gut zurecht mit dieser App. Sie ist einfach in der Handhabung. Erleichtert den Verkehr mit der Postfinance enorm. Und seit einiger Zeit funktioniert auch das Aufladen der Kreditkarte einwandfrei 😉,de,211,0.9965199,0.0034282333,5.190861e-05
5,Funktioniert tadellos,de,21,0.9957728,0.0041976725,2.9522358e-05
3,"- Früher gab es ende Monat ein von Postfinance bereitgestelltes Dokument, mit allen Zahlungsbestätigungen auf dem gleichen Dokument. Heute muss ich jede Zahlungsbestätigungen einzel Downloaden und muss 20 Dokumente ausdrucken. - Es gibt keine richtigen Zahlungsvorlagen - Es sind keine Auslandsüberweisungen möglich - Habe keine Möglichkeit gefunden die Zahlungsbestätigungen und die Kontoauszüge Downzuloaden",de,409,0.005433497,0.9943924,0.00017418897
1,"Postfinance ist Miserabel. Hohe Gebühren. Willkürliche sperrungen ohne recht aus Auskunft. INKOMPETENT. Und ist eine reine Betrugs Firma. Jongliert mit geldern die ihr nicht gehören. SPERRT EINFACH SO OHNE BEGRÜNDUNG ODER AUSKUNFT Kontos diverser Personen. Gibt weder auskunft und macht sich Strafbar damit. Jeder hatt das recht auf Auskunft. Mit guthaben im + wird dennoch willkürlich gesperrt!!! Absolut Miserabel diese sogenante halbprivatisierte Bundes ""Bank"" Finger weg. Ihr verliert euer geld",de,498,0.0014923902,0.99846387,4.393255e-05
4,Muss man haben 😃 aus meiner Sicht eine tolle App für jeden Tag,de,62,0.9891472,0.010312088,0.00054081314
5,Sehr zufrieden,de,14,0.98590714,0.013981343,0.000111280286
5,Coole Idee 💡,nl,12,0.97988564,0.019774958,0.00033930677
4,Wird immer besser!,de,18,0.9909451,0.00899477,6.0170663e-05
5,👍,,1,0.030805763,0.96884096,0.00035327487
5,"Funktioniert einwandfrei, toll!",de,31,0.99741465,0.0025712831,1.4408783e-05
5,sehr gut,de,8,0.98188645,0.018002564,0.00011089826
5,"Mit einwenig Übung, macht die App Spass und funktioniert (sofern keine Wartung durchgeführt wird).",de,98,0.010528565,0.022652509,0.9668189
5,"Bisher keine Probleme, alles sehr gut.",de,38,0.9956194,0.0043609273,1.952636e-05
5,das ist soo cool danke Post Tam,nl,31,0.97171247,0.027990209,0.00029752016
2,"Bei mir klappt der Login für die E-teilnahme mit QR Code gar nicht die Apps liest den QR Code gar nicht,habe die E-Finance APP schon 2 mal gelöscht und wieder heruntergeladen aber es funktioniert leider immer noch nicht,auch bei meiner Kollegin ging es bis heute auch nicht. Bitte um Hilfe.",de,290,0.002650877,0.99733037,1.8930634e-05
5,"Was bei der App Fehlt ist ich würde gerne meine Eingänge in einem Blick sehen ohne das ich suchen muss, ich meine den Betrag, genauso die Ausgänge muss übersichtlicher werden.",de,175,0.03938938,0.9518599,0.008750791
5,👍🙂,,2,0.030805763,0.96884096,0.00035327487
4,"Schnell, optimal, übersichtlich und flexibel.",de,45,0.99929446,0.00069764146,7.974348e-06
2,"Impossible de confirmer la création d'un.e utilisateur/trice avec le code pin ou le fingerprint sur Nokia (Android). Je ne vois pas comment je peux être plus clair (il est impossible de réaliser l'étape de confirmation de création du compte lors de l'entrée du code PIN ou de la reconnaissance ID), mais je peux vous envoyer une capture d'écran du problème si vous pouvez me transmettre l'adresse e-mail à contacter pour ce genre de problèmes.",fr,443,0.0055518476,0.018267404,0.9761808
5,Sehr übersichtlich. Für mich perfekt.,de,37,0.9991626,0.0008305559,6.86042e-06
2,Leider funktioniert das Einlesen mit der Kamera nicht. Android 11.,de,66,0.012606103,0.98705655,0.00033752588
1,"Kontoauszüge und Zinsabschluss kann nicht über die App heruntergeladen werden, einfach nur mühsam!",de,98,0.0012284957,0.99875426,1.7401802e-05
4,Den App hat gute verschiedene Funktionen.Ich bin zufrieden.,de,59,0.9984552,0.0015320935,1.2864171e-05
4,👍,,1,0.030805763,0.96884096,0.00035327487
3,Wo bleibt der Saldoverlauf in der App? Die App wurde zu stark vereinfacht.,de,74,0.000645485,0.0019531166,0.9974013
5,Super,id,5,0.7298454,0.26560944,0.004545049
5,Fetzt,de,5,0.009878945,0.9900435,7.7424265e-05
3,"Hallo Postfinance Ich war mit dem Postfinance App sehr zufrieden. ich hab auch TWINT gebraucht. Aber seit ich das neue HUAWEI gekauft habe, und diese keine Androidsystem hat, kann ich die Apps nicht mehr herunterladen. Kann man die Apps von Postfinance auch für HUAWEI System freischalten?",de,289,0.008037528,0.9919171,4.5340563e-05
1,Früher war diese App noch gut Zu gebrauchen.. Heute hat man keine richtige Übersicht. Vorher war es wie am PC.. Heute ist es heruntergebrochen auf das nötigste.,de,160,0.0044702105,0.99546033,6.92541e-05
5,Für meine Bedürfnisse wie Zahlungen ausführen und Abfrage Kontostand perfekt.,de,77,0.99482685,0.0050734836,9.9612495e-05
5,Ist okay! Nichts zu bemängeln. Seit dem update definitiv besser.,de,64,0.9830502,0.01688713,6.286707e-05
1,"Ich schlage vor, der Nutzer hat einen Wahl , er die Passwort selber zu wechseln, damit nicht immer dafür lange wartet",de,117,0.0018306967,0.008567328,0.9896021
5,Alles I.O.,fr,10,0.89712673,0.10127876,0.0015945662
4,Finds super grundsätzlich. Aber seit gestern kann ich mich nicht mehr einloggen. Wenn ichs versuche stützt die App ab. Und heisst dann Oops versuchen Sie's später nochmal...,de,173,0.013205614,0.9867448,4.9517086e-05
1,"Der Login ist reine Glückssache. Oftmals kann man sich einfach nicht einloggen. Entweder die App crasht sofort nach Passwort eingabe oder es kommt die Meldung: Keine Netzwerkverbindung. Und das bei vollem 4G Emfpang, oder Wlan.",de,227,0.0022174853,0.9977656,1.6802542e-05
1,Zahlungen mit Scan+Pay funktioniert weder für die Codierzeile noch QR-Code. Das Scan Ergebnis muss in 10 sec in der App verfügbar sein - länger mag ich einfach nicht warten. Bis jetzt habe ich die Angaben von Hand eingetragen - uncool :-(,de,238,0.005579376,0.9942977,0.00012304902
5,Sehr einfach zu bedienen und Man siht alle bewegungen dierekt.,de,62,0.9953707,0.0045876056,4.155838e-05
1,Katastrophe bei scan and pay,en,28,0.18012877,0.63140976,0.18846151
1,"War mal brauchbar, nach dem update leider viele Funktionen nicht mehr vorhanden...",de,82,0.002929334,0.997059,1.1607201e-05
1,Die app hat 15 minuten gebraucht nur um mir meinen Kontostand anzuzeigen trotz 4g+ verbindung ... tut uns den gefallen und kauft euch stabile server 😒,de,150,0.019924453,0.9799872,8.8304485e-05
5,Genial erfüllt meine Erwartung!!!,de,33,0.9949369,0.005027023,3.6094018e-05
5,Top.,nl,4,0.91434866,0.084652126,0.0009992167
5,Sehr gut,de,8,0.97011554,0.029684886,0.00019963305
5,Ich habe als Neuling manche positive Überraschung erlebt. Super.,de,64,0.043383814,0.9383037,0.018312452
5,Beste App,de,9,0.06278667,0.93687665,0.000336765
5,Läuft alles einwandfrei,de,23,0.9977504,0.0022407002,8.626027e-06
3,XLangsam,tl,8,0.06275336,0.936468,0.0007788063
5,Sehr praktisch,de,14,0.98169297,0.018173125,0.00013405069
1,"Wurde die App von Postfinance vielleicht absichtlich so schlecht gemacht, weil sie die Kundschaft loswerden möchte, die bei ihr zuviel Geld deponiert, was für Postfinance finanziell nicht interessant ist (Stichwort Negativzinsen)?",de,230,0.005896869,0.9869918,0.0071114395
5,Alles sehr gut,de,14,0.9805787,0.019284813,0.00013635673
5,"Seit vielen Jahren benutze ich Post, hatte nie Probleme. Empfehle es jedem",de,74,0.93434787,0.06558961,6.248548e-05
1,"Und wieder hat so ein Dummdödel gemeint das ganze Design über den Haufen zu werfen! Saldofortführung nicht mehr vorhanden, nur noch Tagessaldo, was soll das ?! Dafür lauter Stumpfsinn den niemand braucht! Typisch für einen mit Steuergeldern gemästeten ehem. Staatsbetrieb.",de,272,0.00028622855,0.99968576,2.8003877e-05
4,Leider sind stehen einem nicht alle Funktionen zur Verfügung wie Web Version.,de,77,0.0058018602,0.019612083,0.974586
5,"So gut! Perfekt, mach fast alles nur noch mit der APP!",de,54,0.94093,0.05533233,0.0037377996
2,Kann das Passwort nicht sichtbar machen,de,39,0.01896119,0.9158887,0.06515002
2,"Leider finde ich entwickelt sich App zurück. Ich finde zuwenig informationen in der App und habe kaum noch möglichkeiten ausser das überweisen. Dann bekomm ich zwar wieder push Benachrichtungen, aber 5-7 Tage später als die abbuchung stattfand😔👎 Das nervt. Auch das ich die Kontoauszüge nicht aus der App herunterladen kann finde ich nicht gut. Dann bei der Postfinance twint app kommen gar keine Benachrichtungen ob wohl auf dem Handy alles nötige richtig eingestellt.",de,469,0.010016656,0.9899419,4.11458e-05
5,Desse App ist sehr schön,de,24,0.96750003,0.032128595,0.0003714235
4,Sehr gute App,de,13,0.9840501,0.015772799,0.00017715813
5,,,0,0.12667021,0.8723634,0.00096640876
5,Unkompliziert!,de,14,0.99444735,0.005522266,3.0346246e-05
1,"Das Login ist einfach nicht möglich. Immer bricht die App ab. App reagiert nicht. Meinen PIN möchte die App nicht akzeptieren und wenn ich den Fingerabdruck nutzen will, bekomm ich nur ein schwarzen Bildschirm. Selbst nach fast einem Jahr ist es nicht möglich die App zu nutzen.",de,278,0.0010750515,0.9989134,1.1430638e-05
5,No Problems at all,ca,18,0.05069975,0.9484364,0.0008639055
5,Es funktioniert für mich immer gut,de,34,0.9959485,0.0040296367,2.2108228e-05
5,Super,id,5,0.7298454,0.26560944,0.004545049
5,Beste App😊,de,10,0.024040608,0.9756022,0.0003571783
5,Alles too,et,9,0.9060183,0.093436904,0.0005446301
1,Ich habe es bisher noch ni geschafft einen QR Code zu scannen. Das Telefon ist ein Moto G30 mit Android 11. Ich habe mit anderen Banken keinerlei Schwierigkeiten. Nur Postfinance erkennt keinen einzigen Beleg.,de,209,0.0065984265,0.991861,0.0015404754
5,Tip top,en,7,0.99132216,0.008623696,5.409989e-05
2,"Seit dem letzten Update kann ich die App genau einmal verwenden. Beim zweiten Start kommt einen Meldung, mein Gerät sei ge-jailbreakt (was nicht stimmt, nur eine ältere Android Version). Dann muss ich jedesmal die App-Daten wieder löschen damit der Start wieder klappt (inkl. Handynr wieder neu eingeben). Das ist wirklich ziemlich nervig. Die falsche Jailbreak Warnung kann von mir aus belassen bleiben, aber doch bitte trotzdem erlauben die App zu benutzen (wie bei früherer Version).",de,486,0.006660041,0.9933181,2.1711157e-05
4,Die Postfinance App hat sich nach meiner Meinung stark verbessert. Was mir immer noch fehlt ist die Mailbox u die muss unbedingt in die App integriert werden. Habe dies schon öfters bemängelt! Ich schreibe lieber als zu Telefonieren! U ich weiss das ich nicht der einzige bin!,de,276,0.9925989,0.007342717,5.8603473e-05
1,Kontoverlauf in Pushmeldung funktioniert im grossen und ganzen überhaupt nicht... Ärgerlich und änderungsbedarf nötig.,de,118,0.0011723003,0.9988101,1.7432765e-05
5,"eBill ist eine massive Verschlechterung!! Rechnungsdetails sind mit eBill per APP nicht mehr einsehbar. Man ist somit gezwungen, Postfinance wieder wie früher am PC zu nutzen. Geht gar nicht!!! Die APP ist damit praktisch nutzlos geworden für mich. Bitte verbessert dies dringend!! Details einsehen, Zahlungsdatum und Buchungtext braucht es wieder in der APP!",de,359,0.0006204624,0.99936366,1.5813848e-05
5,App ist gut und läuft Flüssig. Leider kann man nach der Zahlung die bezahlten Rechnungen nicht zusammengerechnet auflisten wie früher,de,133,0.96905446,0.030685754,0.00025997014
5,Die Möglichkeit zum Scannen von Rechnungen ist wirklich eine sehr grosse Hilfe! Auch sonst praktisch und schön. Antwortzeiten manchmal reichlich lang. Aber in der Summe prima!,de,175,0.99784225,0.0021342,2.35649e-05
4,PF wird langsam teuer.,de,22,0.013953437,0.9855394,0.0005073515
5,Tiptop,sq,6,0.8883067,0.11121635,0.0004769054
4,"Gute Finanz App. Einfach, schnell und Save! Mit eingebundeneb E-Finance Tools.. obeuse! Aber; immer schön dranbleiben.. weiter so!",de,130,0.99807733,0.0018786057,4.392396e-05
5,Hilfreiche und sehr nützliche App..,de,35,0.99653184,0.0034479832,2.0169782e-05
5,👍👍👍👍,,4,0.030805763,0.96884096,0.00035327487
1,"Meine Nerven sind fast am ende! Seit eine Weile (Updates) ist es eine Zumutung, wenn ich eine Einzahlunsschein Scannen will. Dies will einfach kaum klappen! Früher ging dies auf anhieb, jetzt kann das extrem lange auf der Codierzeile ausrichten, passiert trotzdem nichts.",de,271,0.0019285128,0.99804217,2.938688e-05
1,E-Wallet leider absolut unbrauchbar... funktioniert in 1 von 10 Versuchen! Unglaublich unzuverlässig! Update zur neuen App: Die neue App läuft immerhin stabil und E-Wallet funktioniert immerhin in 8 von 10 Versuchen! Update: E-Wallet funktioniert nicht mehr.,de,258,0.00041922712,0.9995695,1.142946e-05
1,Und nun kann die App nicht für mein Handy genutz werden da es zu alt ist. Super so wird man ungewollt zum gezwungen ein neues Handy zu kaufen und unnötigen Müll zu produzieren!,de,176,0.0014335769,0.9985429,2.3714076e-05
5,Einfache Handhabung,de,19,0.91065973,0.08328151,0.0060587213
5,"Bin mit der neuen Postfinance app voll zufrieden. Sie ist einfach, klar und übersichtlich. Gebe 6 Sterne.",de,105,0.9983477,0.0016403405,1.1776266e-05
1,Android 10.0.0 huawei p20 - die App ist ULTRA langsam. Jeder Click dauert 10 Sekunden...?!?,de,91,0.007298309,0.9926623,3.9667993e-05
4,Alles OK,fr,8,0.058581837,0.94057775,0.0008404757
5,Ich bin sehr zufrieden mit dem App,de,34,0.99642634,0.0035525048,2.1242795e-05
4,"In der Tat ist die PF App sehr bequem zu bedienen und schlägt definitiv meine Apps für zwei andere renommierte Banken :-) Allerdings vermisse ich einen ""offiziellen"" Knopf zum Beenden der App, was zur Steigerung der Sicherheit nützlich wäre.",de,241,0.9408729,0.042271875,0.01685516
5,Finde ich sehr gut und praktisch,de,32,0.9934825,0.0064794775,3.792084e-05
2,"Ich würde gerne Zahlungsvorlagen mit Mitteilungszeile für Empfänger und meinem Buchungstext erstellen, erhalten !",de,113,0.44809073,0.37998298,0.17192625
4,Sehr nützlich und übersichtlich,de,31,0.9975188,0.0024705771,1.0626458e-05
5,"Sehr guter App man kann alles online bezahlen,guthaben aufladen usw.",de,68,0.9816957,0.018088235,0.00021610112
5,Gut übersichtlich und der aktuelle Kontostand wird sofort aktualisiert,de,70,0.9988324,0.0011585371,8.768588e-06
5,Weltklasse 👏,af,12,0.98405576,0.015796779,0.00014740726
4,Ich finde es gut wenn ich die Rechnung sofort bezahlen kann und nicht auf die Öffnungszeiten der Post angewiesen bin.,de,117,0.9229973,0.07606601,0.00093656883
5,sehr zufrieden,de,14,0.99693674,0.003050111,1.2977523e-05
4,"Mittlerweile ist die App ziemlich gut überarbeitet worden. Ich würde mir längere Listen mit ""letzte Zahlungen"" und ""häufigste Zahlungen"" wünschen, ansonsten recht gut und läuft ziemlich zuverlässig. Weiter so!",de,209,0.99462956,0.0053358916,3.4549907e-05
4,"Die App ist UI und UX Technisch sehr gelungen und für den schnellen Zugriff auf das Konto. Ein kritikpunkt gibt es, wenn auf dem Stammverzeichnis des Dateisystem ein Ordner ""twrp"" ist, dann startet die App nicht mehr. Bitte nehmt dies raus, da Benutzer mit Custom ROMS sonst Schwierigkeiten haben die App zu starten und es gibt keinen Sicherheitstechnischen Vorteil. Falls Ihr gerootete Devices verhindern möchtet, dann nutzt bitte SafetyNet’s hardware attestation.",de,465,0.9400491,0.059803627,0.00014723022
5,👍👍,,2,0.030805763,0.96884096,0.00035327487
5,Post Finance einfach baba,de,25,0.9097168,0.08856334,0.0017198558
5,Es fuktioniert,de,14,0.9171061,0.08261822,0.000275873
1,Ein Verein von Geiern die die Wünsche ihrer Kunden mit Füssen treten.,de,69,7.4073923e-06,1.9858971e-05,0.9999723
5,Die beste in der Schweiz,de,24,0.9928019,0.0071609053,3.7000387e-05
5,Super Danke,da,11,0.92109007,0.07818545,0.00072448945
1,Stürzt seit dem Update immer wieder beim einlogen ab!! Muss mich jedes mal bis zu 20 mal einloggen bis es Funktioniert! Werde mit 100% sicherheit wechseln Saftladen!!!!!! Würde gerne KEIN Stern geben,de,199,0.0017542673,0.9982368,8.869936e-06
5,Bin sehr zufrieden danke,de,24,0.9968131,0.003169556,1.7325432e-05
4,👍 👍,,3,0.03544536,0.9636891,0.00086551567
4,Ich habe etwas Zeit gebraucht zum mich zurecht zu finden. Und ich empfinde es nicht immer einfach zum die Übersicht zu behalten über meine Finanzen. Aber es geht etwas besser als auch schon. Liegt wahrscheinlich auch ein wenig am Alter. 😋,de,238,0.9401045,0.05559742,0.0042981454
5,Nach den Updates wieder top.,de,28,0.997602,0.0023847693,1.3167968e-05
5,"Easy nice, nachm update chli bruucht zum drus cho für aui nöii features abr tiptop. Bravo",ro,89,0.98057926,0.019205844,0.000215003
5,"Super App ich kann alles über das Handy erledigen völlig einfach und unkompliziert, vielen Dank Postfinance!",de,108,0.9985876,0.0013971318,1.5240726e-05
4,Bin zufrieden,de,13,0.98684543,0.013055562,9.906795e-05
4,Wierd immer beser,de,17,0.91342854,0.0860058,0.0005656836
5,Läuft super!,de,12,0.99308944,0.0068777376,3.286122e-05
5,Sehr gut,de,8,0.97011554,0.029684886,0.00019963305
5,Funktioniert immer super.,de,25,0.9972068,0.002779464,1.3895603e-05
5,"Das Gute an der App ist, dass ich meinen Kontostand sehe und mal eben schnell Netflix Guthaben aufladen kann... Darkmode ist super.",de,131,0.9345533,0.0648759,0.0005707753
5,Top,en,3,0.10790001,0.89120376,0.00089637825
3,Zwischenzeitlich ein wenig besser und auch ohne grössere Probleme Nutzbar. Gelegentliche Hänger.,de,96,0.9740361,0.02577725,0.00018674387
5,Seit dem ersten Tag (jetzt sind es schon 720) Alles bestens und alles läuft wie es soll! Danke Post,de,99,0.9993383,0.0006522569,9.480833e-06
5,Tut was es soll 👍🏼,en,18,0.9883449,0.011465159,0.00018972372
5,Top,en,3,0.10790001,0.89120376,0.00089637825
5,Super einfach.,de,14,0.9826942,0.017126715,0.00017903338
1,"Schlechte Usability! Einfach Zahlungen machen – Fehlanzeige. Die Funktion wird in Untermenüs versteckt und mit unnötigen Abfragen / Infos erschwert (alte Einzahlungsscheine bald nicht mehr gültig – die schicke ich mir nicht selber). Ebenso die Option ""Datei auswählen"": wie viele Mobilekunden nutzen diese Möglichkeit - macht ein Opt-In. Der Scanner ist unzuverlässig und ich muss üben, bis die Codierzeile erkannt wird. Schaut doch mal bei ZAK / AKB, wie das mit 3 Klicks gehen könnte.",de,486,0.0025854537,0.9973732,4.1382544e-05
5,Schnell Service kann ich nicht mehr finden.,de,43,0.010930704,0.9883789,0.00069045014
1,Neuerdings wird behauptet mein Gerät habe ein manipuliertes OS.,de,63,0.00045222783,0.0013500167,0.9981978
4,"War am Anfang noch etwas bedürftig, wurde aber mittlerweile erweitert und ist richtig einfach!",de,94,0.98548675,0.014171834,0.0003412459
4,"Funktionierte im 2021 wieder zuverlässiger, bin mit der Verbesserung der Qualität zufrieden. Abzug gibt es für Schnellservice der nicht mehr verfügbar ist. Und einige Einstellungen die einfach besser zu lösen wären.",de,215,0.9819017,0.017901018,0.00019718593
5,👍,,1,0.030805763,0.96884096,0.00035327487
5,Sehr hilfreich,de,14,0.9846289,0.015220088,0.00015115093
5,Sehr übersichtliche App.super.,de,30,0.99903107,0.00096055213,8.132876e-06
5,Sauber und schnell,de,18,0.9848516,0.014921954,0.00022630948
1,Die App bleibt oft hängen. Und man muss sie dann entweder manuell stoppen oder Handy neustarten. Scanner (Belegleser) funktioniert sehr schlecht. Manchmal dauert es x Minuten bis die Zahlen erkannt werden . Hat früher alles tadellos funktioniert. Nicht gerade ermutigend.,de,271,0.0029422578,0.99704605,1.1470977e-05
5,Super,id,5,0.7298454,0.26560944,0.004545049
1,Langsam funktioniert die App aber leider ist sie noch immer nicht so toll wie die alte. Die Alte App hat einfsch funktioniert und dies gemacht was sie sollte. Dies hier ist opisch zwar schöner aber viel unübersichtlicher. Das Geld für die neue App hättet ihr euch spareb können.,de,278,0.037806757,0.96211034,8.306387e-05
1,Kann das app nicht laden auf iPhone..es behauptet in diesemLand nicht möglich?,de,78,0.002586466,0.99739313,2.0132979e-05
3,von der Funktionalität ganz ok. Aber einen QR Code einzuscannen ist unmöglich. Weder der QR Code noch die Codierzeile wird erkannt.,de,131,0.008047281,0.99189913,5.385142e-05
5,sehr gut,de,8,0.98188645,0.018002564,0.00011089826
5,top,en,3,0.9942977,0.005680173,2.2231237e-05
3,Ist es möglich eine zweite Karte hinzuzufügen?,de,46,0.005524194,0.014622246,0.9798535
1,Sehr komplizierte Installation,de,30,0.0072260317,0.99267405,9.993897e-05
3,Auf dem Xiaomi mi10 ultra endlich zum laufen gebracht. Man muss den safetynet fix bei Google suchen und über magisk installieren. Danach den Ordner twrp auf dem root Verzeichnis löschen und magisk deinstallieren. Danach läuft die Postfinance App. Wenn nicht die Daten auf der App löschen und neu starten. App geht auch mit magisk! Alle Google Programme in magisk hide legen und alle Menüpunkte aktivieren. Pf App auch im magiskhide nehmen.,de,439,0.012968667,0.98686534,0.00016605337
5,einfach und userfreundlich,de,26,0.9806905,0.019100431,0.00020905967
5,Tip top.,en,8,0.9963285,0.0036525335,1.9178568e-05
5,Sehr übersichtliche und kundenfreundliche Kontenführung und das Erfassen von Rechnungen durch Scanfunktion und elektronischer Rechnungsübermittlung ist schon fast kinderleicht. Danke den Entwicklern.,de,199,0.99613035,0.0037313015,0.0001383195
1,"An sich eine gute App, aber welcher Praktikant hat bitte das Scan+Pay programmiert?! Die Zahlenfolge muss man zu 99% selber eingeben, und das im 2021! Einfach nur zum schämen",de,174,0.0065511116,0.9934086,4.028019e-05
5,Einfach unkompliziert mit geld bezahlen. für ausführliche Zahlungen benötigt man Post Finance Online auf dem Computer.,de,118,0.024461303,0.97258645,0.0029521275
1,Sehr kompliziert,de,16,0.008349816,0.99157757,7.258501e-05
1,Hängt sich die ganze Zeit auf. Auch nach mehrmaligem Neuinstalieren hängt sich die app 9 von 10 Mal auf.,de,104,0.0015113507,0.99847525,1.3460826e-05
1,"Die App wird immer blöder zum Bedienen. Immer wieder wird das Login ohne Grund beendet, auch während man eine Zahlung am Erfassen ist.... Das kann doch nicht sein! Macht was bitte. Eine App sollte denke ich das Leben erleichtern und nicht verkomplizieren.....",de,259,0.0042077266,0.99573714,5.504142e-05
3,Nicht ausgeführte Zahlungen werden gelöscht? Sollten die nicht pendent bleiben oder hab ich was verpasst? Schicket doch die Mitteilig sälber ani Ingenieure oder tiet doch eifach die unausgeführte dri lah. Was soll mer zContactcenter da witer hälfe? 👍,de,250,0.004707682,0.99461514,0.00067711214
5,"Bin sehr zufrieden man kan alles über die App steuern ,",de,55,0.99616593,0.003818676,1.5173723e-05
5,Seit dem letzten Update kann ich keine Zahlung mehr abschliessen. Die App reagiert nicht mehr. Update: Die Bugs wurden behoben und jetzt funktioniert die App wieder einwandfrei.,de,177,0.09453689,0.9054457,1.75265e-05
4,"Nach dem Update zeigt es mir den Kontostand nicht mehr an. Keine Möglichkeit gefunden, es über die Einstellungen wieder einzurichten. Ärgerlich.",de,144,0.006849395,0.9931003,5.0242932e-05
1,Rechnungsscanner funktionniert zu 95% nicht. Ich fürchte die Hoffnung ist unbegründet. Es funktionniert noch immer nicht.,de,121,0.004214216,0.9957395,4.6226804e-05
5,"Einfache, übersichtliche, schnelle und zuverlässige App.",de,56,0.9991415,0.0008483644,1.0237079e-05
4,Rundum zufrieden mit der App👍,de,29,0.9977918,0.0021978924,1.01547585e-05
4,Funktioniert einwandfrei und ich nutze die App fast täglich.,de,60,0.9964966,0.003485767,1.7618655e-05
5,Hat alles was man braucht und einfach zum Bedienen,de,50,0.99927306,0.0007205601,6.5982995e-06
5,"Eine App mit vielen Möglichkeiten Sachen aus dem täglichen Leben zu bezahlen. Vor allem kann man jederzeit dir Prepaid Kreditkarte in Sekundenschnelle aufladen. Im Nachhinein gehören natürlich 5 Sterne hin, Sorry.",de,213,0.07170784,0.10119375,0.82709837
5,Top,en,3,0.10790001,0.89120376,0.00089637825
5,😊,,1,0.030805763,0.96884096,0.00035327487
1,"Edit: Danke, viele meiner anfangs aufgeführten Mängel gefixt, die App ist auf einem guten Weg :)",de,96,0.15085264,0.17052002,0.67862725
2,"Von Samsung Smartphone: Beim anmelden in App kommt immer Hinweis...ich bin nicht in Netz, oder Server, ich sollte es noch mal versuchen, wenn ich mich mit Tablet anmelde, ist kein Problem.",de,188,0.0054265163,0.9945551,1.8483095e-05
1,Sehr schlechten App. Amatorisch gemacht. Nur deswegen gekündigt und andere Bank gegangen. Ohne PC kann man nicht viel machen oder runterladen.,de,142,0.00048361195,0.9995019,1.4697694e-05
4,Einfach gut rundum,de,18,0.9908208,0.009108138,7.0880116e-05
4,Einfach und nützlich,de,20,0.9922766,0.0076695946,5.389612e-05
4,Update. Es wird besser und die App bekommt langsam die alte Funktionalität zurück.,de,82,0.028464671,0.9712144,0.00032082316
5,Einfach Kompakt Perfekt,de,23,0.9179673,0.08124794,0.00078479556
5,"Super kann von zuhause immer mit dem Postkästli..schauen,wie viel Geld das noch drauf ist oder ausgegeben wurde..",de,113,0.07009227,0.60542184,0.32448587
5,Top,en,3,0.10790001,0.89120376,0.00089637825
2,Früher konnte man die Daueraufträge in der App bearbeiten. Diese Funktion fehlt einfach wenn man bis anhin alles über die App getätigt hat.,de,139,0.01073997,0.15120646,0.83805364
1,"Katastrophale App... Kopie von Internetbanken, die keine Kontoführungsgebühren verlangen. App in dieser Form unbrauchbar ohne E-Cockpit. Bei gleichzeitiger Erhöhung von Gebühren mit Neueinführung der Bankpakete, immer schlechter werdende Serviceleistungen der Postfinance.",de,272,0.0004074631,0.9995676,2.4954097e-05
5,Zuverlässig und übersichtlich,de,29,0.99268687,0.007219664,9.342507e-05
5,Sehr gute App bin sehr zufrieden. Danke,de,39,0.9977171,0.0022696655,1.3221838e-05
2,"Immer wieder Ärger mit der E Wallet. Im Geschäft A funktioniert es, in Geschäft B nicht, am nächsten Tag auch nicht in Geschäft A. Ausserdem kann die Limite nicht eingestellt werden. Ich habe nun NFC und W Wallet aus Sicherheitsgründen deaktiviert. Das ist mir echt zu unsicher und nicht vertrauenswürdig. Fortan wird diese App nur noch für Login E Finance verwendet und ich bezahle wieder mit Twint",de,399,0.00280334,0.9971764,2.0377334e-05
1,"Die neue Version 03.2021 ist extrem unübersichtlich. Z. B. eine Zahlung ausführen oder einen Einzahlungsschein scannen sind in versteckten Untermenus untergebracht... Früher konne man Einzahlungsscheine scannen und speichern, dann später am Computer die Zahlungen Ausführen. Geht nicht mehr! Eine Zahlung kopieren geht auch nicht in der App... Gibt einen Stern zuviel von mir, 1 * Nachtrag vom 12.2021 Super, jetz schafft Ihr das E-Kässeli und das E-Cockpit ab. Immer mehr Gebühren für Leistung.",de,495,0.0028607296,0.99711406,2.5395699e-05
3,Login-Bestätigung fürs web weiterhin lahm. ansonsten beim Kunden am Reifen...,de,77,0.016717885,0.9830889,0.00019322694
