rating,content,date
4,"So far so good: Have been using Postfinance for almost a year. Online services are just amazing!! Never had any issues or problems, and it has been so easy for me to use it.
What they need to improve is make it user friendly for businesses so that we can pay anywhere in Switzerland with the Postcard-in most  of the places you cannot make payments.",2021-10-12 20:58:38
5,easy to use!: simple and easy. works well,2021-10-13 23:34:19
5,"Well done: Easy, Useful & Reliable!",2021-10-13 16:47:06
2,Plusieurs relations = plusieurs téléphone !: La gestion de plusieurs relations est impossible avec cette app … il serait temps de regarder ce qui ce fait ailleurs afin de permettre cette option. Relation entreprise vs privée par exemple …,2021-10-13 15:59:54
5,Einfache Bedienung: Bin sehr zufrieden mit der App,2021-10-13 07:50:23
5,Fast Top: Daily total to the be Top !! 👍🏼,2021-10-13 05:58:07
5,Je suis très satisfait vraiment champion à l’équipe qui gère: Je suis vraiment satisfait vraiment son chapeau à tous Actuellement qui gère,2021-10-12 22:51:30
4,Kreditkarte weg: Hallo mir ist aufgefallen das aufeinmal meine Kreditkarte nicht mehr angezeigt wird auf der App und ich diese dadurch nicht mehr laden kann was sehr ärgerlich ist...,2021-10-12 16:31:46
5,"Presque parfait...: ...si l'on pouvait recharger d'autres portables que Swisscom...

Application optimisée à chaque nouvelle mise à jour. Bravo!",2021-10-12 19:23:47
4,Gut: Gut,2021-10-12 16:17:17
4,Post Finanz: Ihn Schaffhausen klappt es super,2021-10-12 07:32:35
5,Schnell! Bitte Möglichkeit Dokument downloads zu machen aktivieren!: 👍🏽,2021-10-12 14:47:47
5,Optimal: App läuft bisher fehlerfrei und ist intuitiv zu bedienen - sehr cool! 👍🏼,2021-10-12 10:24:46
1,Bitte alte App wieder aufschalten!: Denn die neue ist unbrauchbar und nicht synchron mit dem Finanzportal. Die schlechteste Bankenapp die ich je gesehen habe.,2021-10-12 09:10:42
5,Great mobile app!: Great mobile app,2021-10-12 04:51:27
5,Très bonne application: L’es maintenance sont prévus avant les réglages de l’application sont fait et puis rapidement je recommande fortement,2021-10-12 02:05:15
5,"Excellent App: Very efficient, the time I spend making transactions has drastically decreased.
I’m also very happy that it never stalls and that everything is made clear.
Really esthetic app aswell.",2021-10-11 20:41:09
5,Gut: Gut,2021-10-11 18:19:17
5,Easy Pay: Einfach Einfach,2021-10-11 17:39:04
5,Better than previous version: The UI and scanning of payment slips are much better!,2021-10-11 12:56:19
4,"Improving: Die Updates machen Sinn, Funktionalität steigert sich mit der neuen Version. Hie und da noch ungewohntes, kommt vielleicht mit längerer Nutzung.",2021-10-10 17:43:34
5,Online-Banking einfach gemacht: Die App ist einfach und übersichtlich. Jederzeit alles im Griff und tolle Weiterentwicklungen. Bin absolut zufrieden!,2021-10-11 07:58:19
5,"Very user friendly: I like it makes my life easy when paying bills and making any purchases, the app is very easy to use. Thanks very much",2021-10-11 06:24:12
3,"Ok aber!: Bin bis jetzt zufrieden und spüre Verbesserungen. Aber:
 Z. T. bei Bezahlungen erscheinen immer noch nur Kontonummern nicht meine Bezeichnungen meiner Konten.
 Meine Partnerin hat noch ein iPhone6 Die Postfinance App sagt beim Aufstarten, dass sie upgedated werden muss. Veranlasst man dies, erscheint die Meldung, dass ein neueres iOS erforderlich sei. Will man dieses upgraden, ist dies nicht mehr möglich, da nicht mehr unterstützt. Schweinerei! Man wird faktisch zum Kauf eines neuen iPhone gezwungen, obschon das alte noch tut…
Und: Habe soeben weitere Bewertungen gelesen => Ich staune, wie Sie alle mit den gleichen 2 Antworten abspeisen…",2021-10-10 21:19:58
5,"Excellent: C’est trop amélioré l’application poste 
Superbe !!!!",2021-10-10 20:40:28
5,Abdulahi ahmed said: C’est moi qui a utilisé mon compte merci beaucoup,2021-10-10 19:24:12
4,"Funktioniert, wie sie soll.: In Teilen etwas unübersichtlich. 
„Geplante Umsätze bis …“ sollte einstellbar sein.",2021-10-10 05:08:41
1,"Wir warten ja alle seit Monaten…: …bis diese App-Rückschrittsentwicklung endlich wieder wettgemacht ist und die App wieder funktionell brauchbar ist. Und dies dauert anscheinend und man fragt sich noch mehr, Warum? Was machen die den Tag durch? usw. Also ich kenn niemand der über diese App-Rückschrittsentwicklung  erfreut war und nicht den Kopf schüttelte. 

Dennoch eine Frage an die App-Entwickler:
Wann kann man damit rechnen, dass wir z.B. die Zahlungsvorlagen wieder umbenennen können? Mir bringts nämlich nix wenn da bei mehreren Zahlungsvorlagen lediglich immer nur Credit Suisse steht!",2021-10-10 16:50:42
5,super einfach bedienbar: 🎉,2021-10-10 16:01:00
5,Anand: Usability is better now,2021-10-10 10:09:14
5,Works: Let's me do banking on my iPhone.,2021-10-10 06:17:01
4,Does it's job: Great,2021-10-09 17:08:52
4,"Bien: Bien, simple et intuitif. Manque juste l’accès au modèles de paiement pour que ça soit parfait.",2021-10-08 18:58:25
5,He. Hirschi: Gute Sache,2021-10-09 15:48:35
5,App has matured nicely: Finally everything I need works reliably. Nice work!,2021-10-09 10:29:30
5,Einfach genial👍: Genau so muss eBanking funktionieren.,2021-10-09 07:01:40
5,"Super Update: Selten fand ich was neues so schnell so gut. Für mich habt ihr ein super Job gemacht. Finde alles super schnell, ohne zuerst suchen zu müssen. Selbst die Darstellung ist erfrischend anders.",2021-10-08 20:17:46
2,Doesn’t let me log in: I assume there was an update because I was logged out of all my accounts and then it tells me that my username/password are incorrect. That can’t be because it’s saved in a password manager. What are you guys doing?,2021-10-08 20:03:31
5,"Jabba: Top Service, Danke",2021-10-08 19:21:03
5,PF-App: absolut perfekt für meine bedürnisse in der digitalen welt!,2021-10-08 16:11:38
4,"Pratique, mais améliorable: L’app fonctionne bien en soit, je trouve peu intuitif que l’historique des paiements ne soit pas sous paiements par contre.",2021-10-08 09:04:40
5,Super: Alles ist tiptop,2021-10-08 15:03:41
5,"Tut, was sie soll.: Nach kurzer Umgewöhnung bin ich sehr zufrieden mit der App.",2021-10-08 12:24:50
5,Einfach und schnell: Rechnungen mit scan & pay in Sekundenschnelle erledigt. Kontoüberträge und Verwaltung von diversen Karten und Konten einfach intuitiv.,2021-10-08 12:01:55
3,Simplifier au maxi !! plus de détail 👎👎👎👎👎: Oui c’est bien ce que je dis plus de service rapide obliger de se connecter à son compte et si on se fait  arracher son phone a ce moment là ils ont accès à tout !!! Et vous rembourser intégralement une personne qui se fait volé ???? Ou est le login rapide !!! On est obligé de montres tout ses compte de rentrer le mot de passe ! Et si on se fait voler le phone ils peuvent avoir accès à tout pfffff ❌❌❌❌ effectuer transfère etc .... WTF!!!! Ça ne fait fait pas professionnel du tout :( De voir les comptes en premier je n’aime pas ! Ce n’est pas discret !!! avant avec les menus déroulant on pouvait les masquer et afficher ce que l’on voulais voir ! Et avoir tout sur une page. Bref personnalisé l’interface ! L’onglet ou l’ont pouvait voir les décompte des payement en attente avec les calcules de ce qui restais sur le compte était génial pour un petit budget ! Mais y en a que pour les riche 💰💰💰dans ce pays pffff ! Encore rien au sujet de l’Apple Pay ! Je vais noté un point positif le payement en ligne qui est bien visible à l’ouverture de l’app !! Après il faut encore trouver un endroit où c’est pris en charge !,2021-10-08 09:33:47
4,"Querformat: Was mir für die Verwendung mit meinem iPad fehlt, ist die Anzeige im Querformat. Wäre super wenn es das geben würde, so könnte ich auch meine seitlich angebrachte Tastatur verwenden.",2021-10-08 06:51:43
5,Super: Super,2021-10-08 06:54:52
5,Jetzt klappt es: Die neue Version ist deutlich besser als die alte.,2021-10-08 06:48:13
5,"Super!!: Je trouve l'application Postfinance très bien fais! Je l'utilise essentiellement pour voir mon solde, les derniers mouvement et pour scanner mes factures vu que j'effectue mes paiements sur e-finance!!!",2021-10-08 04:46:56
5,"Super easy and meets my needs: I can do everything i want with the app, the only thing im missing is easy to find access to my budget-overview and contacting an advisor in person",2021-10-07 16:24:04
5,Tip top: Willkommen im 21 Jahrhundert,2021-10-07 15:45:22
5,"Presque un plaisir de payer ses factures ;-): Hyper rapide. Jamais passé si peu de temps à faire mes paiements. D’habitude une véritable corvée.
Là, j’ai payé 3 factures en moins d’une minute.",2021-10-07 13:42:28
5,Super App: Sehr einfach zu bedienen,2021-10-07 13:30:59
5,Einfach und unkompliziert !: Die App ist einfach und unkompliziert zu benutzen. Einfach Toll!,2021-10-07 13:29:56
5,einfach und zuverlässig: übersicht und log-in benutzerfreundlich. scanfunktion einwandfrei,2021-10-07 12:11:47
5,Einfach Top: 🔝,2021-10-07 11:16:07
5,Perfect as always: Thanks postfinance!,2021-10-07 11:13:13
5,Super App!: Gutes Design,2021-10-07 09:27:53
5,"Super: Absolut zufrieden, Zahlungen und Aufträge innert wenigen Sekunden erledigt.",2021-10-06 22:16:42
5,"Einfach und schnell: Einfach, schnelle Bedienung. Toll weiter so.",2021-10-06 20:02:10
4,Ok: Man kann keine Zahlungsvorlagen aufrufen.,2021-10-06 19:08:55
5,"Fluid!!: Good design, fast interaction, practical!",2021-10-06 19:18:31
4,toll: toll,2021-10-05 15:02:28
5,LDS: Fonctionne à merveille et sécurisé,2021-10-06 18:56:34
3,"Mühsam das logout: Mühsam das man das logout immer suchen muss ,sollte oben rechts sein wie bei allen banken auch!! schnell rein schnell wieder raus. scan und pay finde ich gut nur schade das es nicht alles zusammenfasst wird, man muss jeden  einzelne einzahlungsschein weiter bearbeiten,  hab mich daran gewöhnt braucht seine zeit…",2021-10-06 18:49:02
5,"Gute App: Ja, ich bin mehrheitlich gut zufrieden mit der App. Gruess am Läzzu!",2021-10-06 17:49:34
1,"Altes Handy: Ist tragisch, dass man die App nur mit den neuesten Handy nutzen kann. Wegen euch kauft niemand ein neues Handy .",2021-10-06 16:51:34
1,"Schnellservice fehlt: Der Schnellservice, der die Möglichkeiten und damit das Schadenspotenzial stark einschränkte, wurde abgeschafft. Damit ist die App unsicherer geworden. Bitte Schnellservice oder einen „Read-only-Modus“ (um Kontosaldi & Bewegungen anzuschauen und Einzahlungsscheine einzuscannen) wieder zur Verfügung stellen!",2021-10-06 13:43:13
5,Très satisfait: Merci pour l’application ci très facile a utiliser,2021-10-06 10:08:58
1,"Nutzlose App: Die App war besser als diejenige der Konkurrenz. Jetzt wurde sie verändert und ist nutzlos. Man kann nicht mal mehr die Kontodokumente runterladen sondern muss bei der Hotline anrufen, welche immer besetzt ist.",2021-10-06 07:13:03
5,Super: Schnell und einfach zu bedienen!,2021-10-06 04:52:02
5,Tutto sotto controllo: Facile da usare.,2021-10-06 03:58:03
5,"PostFinance: Ich finde diese App einfach und gut, ich würde diese App  weiter empfehlen.
Ich bin sehr zufrieden, macht weiter so",2021-10-06 03:24:48
5,Super semplice: Super semplice da usare,2021-10-05 21:05:55
5,Sehr gut!: 👍🏻👍🏻👍🏻,2021-10-05 19:04:01
5,👍👍: Pratique et facile à utiliser,2021-10-05 18:17:18
5,Sehr zufrieden: Bin im Ausland und ist unkompliziert,2021-10-05 16:30:46
5,Top App: Geht ohne Probleme,2021-10-05 16:01:12
4,"Monatsauszug fehlt: Ich vermisse einen monatlichen Kontoauszug, der auch ausgedruckt werden kann.",2021-10-05 13:49:39
5,Top: Einfache Bedienung,2021-10-05 12:44:13
4,Passt: Deutlich angenehmer als die alte! Die Möglichkeit ein neues Produkt zu eröffnen fehlt aber etwas (Kreditkarte / neues Konto),2021-10-05 07:56:59
2,"Immernoch mühsam: - Wieso verschwinden freigegebene eBill Rechnungen? Tauchen nicht bei pendente Zahlungen auf, bei eBill ist auch kein Hinweis mehr - Zahlungsvorlagen fehlen immer noch. Das kann doch nicht so schwer sein - Restguthaben nach Abzug der pendenten Rechnungen
- wieso ist es nicht möglich die Kreditkartenabrechnung einfach in der App anzuschauen",2021-10-05 11:22:21
5,Efficace: Tout a porté de main partout!,2021-10-05 11:10:19
5,Kreditkarte: Bitte den verfügbaren Kreditkartenbetrag hinzufügen!!! Wie in der alten app. Sonst oke,2021-10-05 08:54:57
5,Good app: It’s very smart,2021-10-05 08:29:44
4,"Almost everything that you need: The app is ok. Something that is missing is that I rarely get bills per post anymore (unfortunately) so have to print them to scan the qr-Rechnung, which is infuriating.",2021-10-04 20:01:34
5,"So praktisch: Es ist so einfach bezahlen, Übersicht für mich eine Erleichterung mobil jederzeit Zahlungen tätigen zu können.",2021-10-05 07:13:11
5,Very Reliable and Easy to use: Overall I am very happy with PF app,2021-10-05 06:58:50
5,Sehr gut: Funktionale App. 👍,2021-10-05 05:43:41
5,Einfach nur genial: Ich bin 79 Jahre alt und konnte mich schnell an die neue Erscheinung einfinden. Es ist übersichtlich und intuitiv. Funktioniert einwandfrei. Gratuliere den Entwicklern,2021-10-05 05:18:57
5,Genial: Die App möchte ich nicht mehr missen. 👍,2021-10-05 05:18:14
5,"Appli PostFinance: Super pratique, simple et efficace",2021-10-04 21:39:32
5,"Macht alles, was sie soll.: Funktioniert für alles, das ich im Alltag brauche. Nur die alten Einzahlungsscheine erkennt es manchmal schwer.",2021-10-04 20:29:21
5,Tipi topi: Alles bestens,2021-10-04 19:36:29
5,kundenfreundlich: ja,2021-10-04 18:58:50
5,Super: Super,2021-10-04 18:04:13
5,Gut: Gut,2021-10-04 17:38:18
5,Top: Fonctionne très bien pour les paiements,2021-10-04 16:49:20
1,Download !?: Das downloaden benötigt IOS 13.3 oder neuer. Mein Handy ist auf dem neusten Stand vin 12.5.5??wo ist da die Logik?,2021-10-04 17:10:23
1,"Mauvais: Application  en dessous des standards actuels. L’application développée intérieurement était bien meilleure, merci de nous remettre l’ancienne version, il n’est pas possible de faire des virements SEPA à une personne.",2021-10-04 13:30:09
5,Ottimo: Stupenda app complimenti,2021-10-04 12:51:44
5,"Stabil, erfüllt den Zweck.: Stabil, erfüllt den Zweck.",2021-10-04 12:49:12
5,Intuitive and useful: Great improvements from previous version of the app. Great to have it in English as well.,2021-10-04 12:06:09
5,"Schöne neue App: Die neue Version der App (5.0.0) ist echt nett! Update: Die Fonds sind jetzt auch sichtbar, top 👍 Mir gefällt die neue App viel besser als die alte Version. Weiter so.",2021-10-04 12:05:43
5,Finde mich besser zurecht: Habe mich mittlerweile an das neue App gewöhnt (die Umstellung war anfangs schwierig). Ich fand die Version vorher schon sehr gut und konnte das Update nicht verstehen. Mittlerweile alles top.,2021-10-04 11:30:47
5,Super App: Ich bin sehr zufrieden.,2021-10-04 11:28:37
5,Praktisch: Die neue PostFinance App ist gut und übersichtlich. Praktisch ist auch die schnelle Anmeldung über den Finger touch oder die FaceID 👍🏻,2021-10-04 11:22:01
5,"Postfinance App: Fairerweise muss man hier sagen, die Jungs haben hart an dieser App gearbeitet, in der Zwischenzeit gibt es wenigstens aus meiner Sicht nichts mehr zu kritisieren. Vor allem das Scannen von Einzahlungsscheinen klappt jetzt zu 100 %!",2021-10-04 10:40:45
5,Funktioniert gut: Keine Beanstandungen.,2021-10-04 09:26:51
5,Funktioniert einwandfrei.: Sehr zufrieden.,2021-10-04 09:13:35
5,Schnelle Reaktion: Super und schnell Reaktionen,2021-10-04 07:47:02
5,Ottima applicazione: La consiglio a tutti,2021-10-04 07:43:09
5,"Postfinance app: Königsklasse, einfach und übersichtlich",2021-10-04 06:35:58
5,"Top: Übersichtlich, schnell, klar.",2021-10-04 06:24:10
5,Sehr praktisch: Benutze ich schon seit Jahren,2021-10-04 04:49:41
5,Top!: Kann ich nur empfehlen !!,2021-10-03 22:48:01
5,Zufrieden: Super,2021-10-03 22:45:25
5,"Funktioniert Einwandfrei: Einfache Benutzung, tiptop 👍🏻",2021-10-03 16:22:44
1,Ältere Version laden funktioniert nicht: Die neuste Version funktioniert nicht mehr mit ios 12. „ältere Version“ laden endet in einem nervigen Endlosloop. Die app ist für mich somit unbrauchbar. Schade. Fands sonst praktisch...,2021-10-03 16:51:58
5,Fantastique: On peux tout faire génial,2021-10-03 14:11:35
4,Muito prático: 😌👋…muito prático up,2021-10-01 09:28:30
5,Risparmio di tempo incredibile: Ottima!,2021-10-03 13:47:40
5,Bravo: Parfaite,2021-10-03 11:10:46
5,"Genial, schnell und zuverlässig: Sehr empfehlenswer",2021-10-03 10:25:00
5,Super App: Super App,2021-10-03 10:22:47
5,Sehr zufrieden: Perfekt,2021-10-03 10:04:58
5,Bella: Comodissima,2021-10-03 08:11:32
5,"Simple, clair & précis: Bien joué!",2021-10-03 07:49:24
5,Gut und einfach. Danke: Danke,2021-10-02 20:34:43
5,Sehr gut: Und anwenderfreundlich,2021-10-02 18:18:17
5,Bin ich zufrieden: Geiles schnell Service 😋,2021-10-02 16:56:44
1,UI ist unbrauchbar: Das neue Ul ist unbrauchbar. Kein Auswahl Menü mehr nur noch suchen. Kein Logout mehr möglich oder unauffindbar. Total Mühsam das ganze.,2021-10-02 15:07:44
5,"Toll: Finde es sehr praktisch geht schnell und ist sicher.
Toll",2021-10-02 14:18:53
5,Bibino: Ottimo,2021-10-02 09:51:10
5,Top: Molto bn,2021-10-02 07:07:49
5,Super!!: Super und einfach!!,2021-10-02 06:26:10
5,Postkonto: Sehr gut seit dem neusten Update,2021-10-02 03:33:06
5,"Voll ok: Nach anfänglichem Schrecken über dem neuen Design komme ich mittlerweile gut damit klar. Ich bin sehr dankbar über mein „Portemonnaie auf dem Telefon“.

Ganz selten vermisse ich noch die frühere Schnellservice-Funktion. Dank sich etablierendem Twint ist es jedoch verkraftbar.",2021-10-01 18:24:13
5,Perfect: Rien a dire en plus que le titre !,2021-10-01 13:53:52
5,User: Top👍🏼 and easy!!,2021-10-01 10:09:41
4,Gute Sache: Sie sind laufend daran das App zu verbessern.,2021-09-30 19:22:02
5,Simple et efficace: Rien à redire 5 sur 5,2021-10-01 08:50:18
5,Zielgerichtet: Benutzerfreundlich und zielgerichtet in der Handhabung.,2021-10-01 08:10:26
5,Topp! User friendly!!: Layout und Handling sind super und einfach. Bin sehr zufrieden! Alles lässt sich einfach über die App abwickeln!,2021-10-01 07:12:09
5,"Sehr Bedienerfreundlich: Einfach zu verstehen, klappt reibungslos und schnell. Für mich ganz klar eine Bereicherung",2021-10-01 06:34:15
5,"Presque complet: Efficace, synthétique et rapide.",2021-10-01 05:37:06
1,"Sehr unübersichtlich: Die App ist sehr bedienerunfreundlich. Abläufe sind völlig unlogisch. Dauern ist der Zugang zum Konto nicht möglich. Bis jetzt die schlechteste App aller Zeiten! Die vielen sehr schlechten Bewertungen sollte der PF jetzt wirklich zu denken geben - dss App muss ganz neu entwickelt werden - eine andere Lösung gibt es nicht, das aktuelle ist nicht verbesserbar, da von Anfang an völlig falsch kondtruiert. Aber dss scheint ja PF nicht zu kümmern!

Dieser Service steht momentan nicht zur Verfügung - Dieser Dienst steht momentan nicht zur Verfügung - Dieser Service steht momentan nicht zur Verfügung - Dieser Service steht momentan nicht zur Verfügung - Dieser Service steht momentan nicht zur Verfügung - gibts auch mal eine andere Nachricht?",2021-10-01 04:21:03
1,"App funktioniert nach Update nicht mehr!: Wurde in der App zum Update aufgefordert. Vorher hat alles funktioniert (war zwar es nicht top, aber minimalanforderung wurden erfüllt) und jetzt nach dem Update geht gar nichts mehr. iPhone und Software sind aktuell.
Liegt also def. an der App!
SEHR ERGERLICH!!!",2021-09-30 22:07:19
4,"Marine 89: Très bonne application, simple, facile d’accès !",2021-09-30 19:21:21
3,"Scrollen in Rubrik Zahlungen: Wenn die Detailansicht einer Transaktion geöffnet wird, springt die Ansicht danach leider automatisch wieder zur aktuellsten Transaktion zurück. Dies ist sehr mühsam, wenn mehrere, länger zurückliegende Transaktionen anzuschauen sind. So muss man manuell wieder alles durchscrollen. Warum wurde dies so programmiert? Mit freundlichen Grüßen",2021-09-30 13:54:48
5,Funktioniert!: Nutze die App schon seit einiger Zeit und bin sehr zufrieden.,2021-09-30 18:35:03
5,Super App!!!: Tiptop,2021-09-30 17:47:42
5,"War ok, nun wirklich super: App ist umfangreich und übersichtlich seit Update 03/2021

09/2021 ich finde die App Version die beste bisher. Es macht einfach alles einfach. 👍",2021-09-30 17:28:26
5,Gäbig: Das app der PostFinance macht richtig Spass! Bedienung „gäbig“. Ich mag‘s,2021-09-30 16:08:41
5,"As always great app: Easy, fast and effective!",2021-09-30 14:43:59
5,"Rapide, fiable et très facile: Après avoir constater chez certaine personne de mon entourage les autres appli bancaires, je peux que vous recommander PostFinance.

Très rapide, fiable, aucun bug… 
Une ou deux mise à jour de temps en temps mais nous sommes parvenu à chaque fois bien en avance… 

Je recommande à 100%",2021-09-30 14:31:09
5,Danke Post Finance: Danke Post Finance 👏🏾👏🏾👏🏾,2021-09-30 11:04:14
5,"Super App, funktioniert einwandfrei :): Benutze die App ständig im Alltag und bin sehr zufrieden ☺️",2021-09-30 10:46:41
5,Super easy to use: Great update. Really intuitive.,2021-09-30 10:35:41
5,"🙂: Bin sehr zufrieden, endlich kann man alles vom Natel aus machen und braucht keinen Computer mehr🙂🙂",2021-09-30 10:33:36
4,App: Das App ist sehr Benutzerfreundlich!,2021-09-30 10:17:08
4,Very handy and effective: You can even drag and drop your accounts to list them as you prefer,2021-09-29 19:45:00
5,Great new app!: I love it!,2021-09-30 09:39:35
5,"PostFinance: Bin sehr zufrieden, funktioniert einwandfrei und intuitiv zu bedienen.",2021-09-30 09:22:54
5,Perfetto 👍: Alles sehr gut,2021-09-30 09:18:17
3,"More of a companion app to the desktop version: Works for the most part. Liked it better before the update- as it had more functions. Now it’s simplified, but perhaps TOO simple. I would really like the ability to print certain transactions like you can on PC.",2021-09-30 08:15:46
5,Ottima app: Intuitiva e ben organizzata,2021-09-30 07:51:15
5,Postfinance App: Nach einer gewissen Zeit gibts nun keine Probleme mehr mit der App.,2021-09-30 07:44:11
5,"Recommended: New updated and new features with quick and good performance. 
I liked it and recommend it.",2021-09-30 07:16:16
5,nanss: ddddd,2021-09-29 20:07:31
5,Mises à jour top pour payer en Euro: Il m’aura fallu du temps pour maîtriser la nouvelle version de l’application (Bon celle qui date d’il y a déjà bien quelques mois) mais la récente mise à jour permet vraiment de tout faire ou presque depuis l’application. Jamais eu de mauvaise surprise sauf pour les paiements en scannant… j’ai dû faire une mauvaise manip. Sinon très contente de l’application.,2021-09-29 18:26:35
5,Immer top: Alles funktioniert immer super 🙌,2021-09-29 16:56:32
5,"Troppo bello!: App pratica, facile da usare!",2021-09-29 15:29:11
5,Top: Superbe,2021-09-29 15:25:41
5,"schlimmste App in seiner Geschichte: Müll, die Kontos nicht sehen und die Betreiber am Telefon haben keine Ahnung von den Problemen! Nächstes Mal weniger Geld in der Werbung und mehr in der Entwicklung",2021-09-29 13:43:28
5,Very Good: Very good,2021-09-29 11:26:05
1,"App is unusable, would like to give it -1 stars: can’t use scan and pay, doesn’t execute! tried automated help which was beyond useless! App is updated as is i phone… let me read your standard copy and paste answer !",2021-09-29 13:43:26
5,Supa: Dupa,2021-09-29 09:57:55
5,Very Nice: Modern but simple design.,2021-09-29 07:53:22
5,"schnell, sicher, übersichtlich: Gute App Struktur, grafisch angenehm gestaltet, gut lesbar und mit übersichtlichen Funktionen",2021-09-29 07:44:08
3,Issa: Esther,2021-09-28 15:29:24
5,"Moderne et intuitif: Après un premier sentiment mitigé, je trouve l’application super intuitive et moderne. Encore quelques améliorations possibles mais très bien.",2021-09-29 07:14:13
5,"Flüssig und flexibel: Design, Handling und Sicherheit ausgereift.",2021-09-29 05:32:02
1,"So schlimm app gabe ich niee gesehen: Aber so schlimm, ich habe im mein leben niee gesehen!!! Gaar nichts funtioniert!!
Früher war besser, mit update, unglaublüch schlimm geworden!!
Man kann nie rein gehen zu rechnung zahlen so wird sicher mahnung kommen",2021-09-28 21:41:19
5,"Good reliable online banking app: Works fine for paying bills, payment transfers (CH + international). Comfortable to log in with Face ID.",2021-09-28 20:44:10
5,Stimmt: Funktioniert in allen Bereichen,2021-09-28 19:35:23
5,Matrix Code zur Bezahlung funktioniert sehr gut: Die neue Rechnungen werden zuverlässig und schnell mit App bezahlt.,2021-09-28 19:35:21
5,"Intuitiv: Handhabung sehr intuitiv, das „neue“ Update ist sehr anschaulich",2021-09-28 17:19:46
5,Ça fonctionne à merveille!: … et c’est vraiment utile.,2021-09-28 17:13:42
5,Très bonne App: Facile d’utilisation,2021-09-28 16:18:39
5,Top: Perfekt,2021-09-28 16:17:08
5,"Je recommande: Pratique, facile à utiliser",2021-09-28 15:12:40
5,"Fantastic app: Makes all PostFinance operations a breeze, from my phone. Excellent!",2021-09-28 14:54:07
5,Súper App: Sehr zuverlässig 👌,2021-09-28 13:30:39
5,Top: Vraiment pratique!,2021-09-28 13:18:25
5,Soddisfatto: Soddisfatto,2021-09-28 13:13:59
5,Dr. Marekh: Super,2021-09-28 12:37:24
5,Nickel Tip Top!: Nickel Tip Top,2021-09-28 10:22:56
5,PostFinance: Die beste,2021-09-28 10:18:58
5,Rapida e comoda: L'unico aspetto negativo è che ci pago le bollette 🙃,2021-09-28 08:48:31
4,Gut: Gutgut,2021-09-28 08:20:52
5,Wow: Très bonne app toujours de plus en plus de fonctionnalités,2021-09-28 08:28:41
4,Top: 👍🏻,2021-09-28 07:06:32
5,Macht das Leben leichter: Top Funktionen - sehr gut im Vergleich zu anderen E Bankig APP‘s!,2021-09-28 07:25:32
5,Très bien: Très minimaliste et simple. 9/10,2021-09-28 07:12:13
4,Frais: Dommage que le service soit payant. Sinon excellent pour la gestion des payements et factures,2021-09-28 06:43:16
4,Bewertung: Bewertung,2021-09-27 15:53:01
5,"Bewertung: Bin sehr zufrieden 
Vielen Dank",2021-09-28 06:39:49
5,Süper: Alles tip top,2021-09-28 05:59:33
5,Amazing app: The redesigned PostFinance app is a beautiful & practical app. I’m honestly blown away by the quality of the design and all of the features.,2021-09-28 05:40:31
5,Ottima !!!: Eccellente,2021-09-28 00:24:07
5,"Très bien: Application simple, efficace!
Dommage qu’on ne puisse pas avoir les relevés bancaires",2021-09-28 00:01:09
5,Just what is needed: Simple easy to use,2021-09-27 21:14:02
5,Extra: Vraiment bien fait. Bravo PostFinance,2021-09-27 20:13:36
5,Ich bin sehr zufrieden mit PostFinance seit 12 Jahren: Herzlichen Dank für gute Service und Sicherheit Finanzierung 💖,2021-09-27 19:27:04
5,:): 👍🏻 satisfaite de pouvoir gérer les paiements depuis l’application,2021-09-27 18:47:09
3,Verbesserung: Wer Top wenn alle Funktionen zur Verfügung stehen.,2021-09-27 18:34:00
5,Viel einfacher: 👌🏾,2021-09-27 17:12:26
5,Super App!: Sehr praktisch,2021-09-27 16:12:24
4,"Scan: J’ai toujours un peu de peine à scanner la ligne de chiffres, ça prend un peu de temps avant que j’y réussisse. 
Sinon je suis satisfaite.",2021-09-27 15:36:15
4,UX/ UI  Fehler: Es ist simple Design aber UI / UX braucht mehr zu verbessern.,2021-09-27 10:52:18
5,Tip top: Une app bien pratique,2021-09-27 15:15:54
5,"Update veraltet?: Toll, beim öffnen wird man aufgefordert die App zu updaten. (App veraltet) im App Store Software heruntergeladen und gleicher Hinweis. App läuft nicht mehr!",2021-09-27 15:07:05
5,Coiffeur Princess: Das find ich toll,2021-09-27 14:23:30
5,Nice App: Helpful and Fast,2021-09-27 12:19:31
5,"Service-Postapp: Sehr zufrieden auch mit dem Service👍
Kann man weiter empfehlen.",2021-09-27 11:06:49
5,Super danke: 👍👍,2021-09-27 11:03:54
4,Service rapide: Facile d’utilisation. Je regrette juste de ne plus avoir accès depuis ma tablette,2021-09-27 09:42:17
5,Funktioniert: Funktioniert wie vorgesehen,2021-09-27 10:06:09
3,"Disappointing: The app is still sending me notifications from last month’s transactions ... and it’s been like that for 3-4 months now. The new version is not the best, you just have to get used to it. Some things are nice though (payments fort example).",2021-09-27 09:54:11
5,"Facile, claire, rapide: Merci pour cette app que je trouve personnellement plus rapide et efficace que la précédente.",2021-09-27 09:03:20
5,tolles App: Es funktioniert einwandfrei,2021-09-27 07:21:56
5,Ottima: Ottimo prodotto,2021-09-27 07:04:28
5,"Ottima!: Veloce, intuiva e semplice da usare!",2021-09-27 06:41:56
